"Plot Title: 21523214."
"#","Date Time, GMT+07:00","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534670)","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534671)","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534672)","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534673)"
24417,07/13/26 11 นาฬิกา 50 นาที,-888.9,-888.9,-888.9,-888.9
24418,07/13/26 11 นาฬิกา 51 นาที,-888.9,-888.9,-888.9,-888.9
24419,07/13/26 11 นาฬิกา 51 นาที,-888.9,-888.9,-888.9,-888.9
24420,07/13/26 11 นาฬิกา 51 นาที,-888.9,-888.9,-888.9,-888.9
24421,07/13/26 11 นาฬิกา 51 นาที,-888.9,-888.9,-888.9,-888.9
24422,07/13/26 11 นาฬิกา 51 นาที,-888.9,-888.9,-888.9,-888.9
24423,07/13/26 11 นาฬิกา 51 นาที,-888.9,-888.9,-888.9,-888.9
24424,07/13/26 11 นาฬิกา 52 นาที,-888.9,-888.9,-888.9,-888.9
24425,07/13/26 11 นาฬิกา 52 นาที,-888.9,-888.9,-888.9,-888.9
24426,07/13/26 11 นาฬิกา 52 นาที,-888.9,-888.9,-888.9,-888.9
24427,07/13/26 11 นาฬิกา 52 นาที,-888.9,-888.9,-888.9,-888.9
24428,07/13/26 11 นาฬิกา 52 นาที,-888.9,-888.9,-888.9,-888.9
24429,07/13/26 11 นาฬิกา 52 นาที,-888.9,-888.9,-888.9,-888.9
24430,07/13/26 11 นาฬิกา 53 นาที,-888.9,-888.9,-888.9,-888.9
24431,07/13/26 11 นาฬิกา 53 นาที,-888.9,-888.9,-888.9,-888.9
24432,07/13/26 11 นาฬิกา 53 นาที,-888.9,-888.9,-888.9,-888.9
24433,07/13/26 11 นาฬิกา 53 นาที,-888.9,-888.9,-888.9,-888.9
24434,07/13/26 11 นาฬิกา 53 นาที,-888.9,-888.9,-888.9,-888.9
24435,07/13/26 11 นาฬิกา 53 นาที,-888.9,-888.9,-888.9,-888.9
24436,07/13/26 11 นาฬิกา 54 นาที,-888.9,-888.9,-888.9,-888.9
24437,07/13/26 11 นาฬิกา 54 นาที,-888.9,-888.9,-888.9,-888.9
24438,07/13/26 11 นาฬิกา 54 นาที,-888.9,-888.9,-888.9,-888.9
24439,07/13/26 11 นาฬิกา 54 นาที,-888.9,-888.9,-888.9,-888.9
24440,07/13/26 11 นาฬิกา 54 นาที,-888.9,-888.9,-888.9,-888.9
24441,07/13/26 11 นาฬิกา 54 นาที,-888.9,-888.9,-888.9,-888.9
24442,07/13/26 11 นาฬิกา 55 นาที,-888.9,-888.9,-888.9,-888.9
24443,07/13/26 11 นาฬิกา 55 นาที,-888.9,-888.9,-888.9,-888.9
24444,07/13/26 11 นาฬิกา 55 นาที,-888.9,-888.9,-888.9,-888.9
24445,07/13/26 11 นาฬิกา 55 นาที,-888.9,-888.9,-888.9,-888.9
24446,07/13/26 11 นาฬิกา 55 นาที,-888.9,-888.9,-888.9,-888.9
24447,07/13/26 11 นาฬิกา 55 นาที,-888.9,-888.9,-888.9,-888.9
24448,07/13/26 11 นาฬิกา 56 นาที,-888.9,-888.9,-888.9,-888.9
24449,07/13/26 11 นาฬิกา 56 นาที,-888.9,-888.9,-888.9,-888.9
24450,07/13/26 11 นาฬิกา 56 นาที,-888.9,-888.9,-888.9,-888.9
24451,07/13/26 11 นาฬิกา 56 นาที,-888.9,-888.9,-888.9,-888.9
24452,07/13/26 11 นาฬิกา 56 นาที,-888.9,-888.9,-888.9,-888.9
24453,07/13/26 11 นาฬิกา 56 นาที,-888.9,-888.9,-888.9,-888.9
24454,07/13/26 11 นาฬิกา 57 นาที,-888.9,-888.9,-888.9,-888.9
24455,07/13/26 11 นาฬิกา 57 นาที,-888.9,-888.9,-888.9,-888.9
24456,07/13/26 11 นาฬิกา 57 นาที,-888.9,-888.9,-888.9,-888.9
24457,07/13/26 11 นาฬิกา 57 นาที,-888.9,-888.9,-888.9,-888.9
24458,07/13/26 11 นาฬิกา 57 นาที,-888.9,-888.9,-888.9,-888.9
24459,07/13/26 11 นาฬิกา 57 นาที,-888.9,-888.9,-888.9,-888.9
24460,07/13/26 11 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
24461,07/13/26 11 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
24462,07/13/26 11 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
24463,07/13/26 11 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
24464,07/13/26 11 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
24465,07/13/26 11 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
24466,07/13/26 11 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
24467,07/13/26 11 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
24468,07/13/26 11 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
24469,07/13/26 11 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
24470,07/13/26 11 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
24471,07/13/26 11 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
24472,07/13/26 12 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
24473,07/13/26 12 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
24474,07/13/26 12 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
24475,07/13/26 12 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
24476,07/13/26 12 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
24477,07/13/26 12 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
24478,07/13/26 12 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
24479,07/13/26 12 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
24480,07/13/26 12 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
24481,07/13/26 12 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
24482,07/13/26 12 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
24483,07/13/26 12 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
24484,07/13/26 12 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
24485,07/13/26 12 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
24486,07/13/26 12 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
24487,07/13/26 12 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
24488,07/13/26 12 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
24489,07/13/26 12 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
24490,07/13/26 12 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
24491,07/13/26 12 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
24492,07/13/26 12 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
24493,07/13/26 12 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
24494,07/13/26 12 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
24495,07/13/26 12 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
24496,07/13/26 12 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
24497,07/13/26 12 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
24498,07/13/26 12 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
24499,07/13/26 12 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
24500,07/13/26 12 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
24501,07/13/26 12 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
24502,07/13/26 12 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
24503,07/13/26 12 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
24504,07/13/26 12 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
24505,07/13/26 12 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
24506,07/13/26 12 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
24507,07/13/26 12 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
24508,07/13/26 12 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
24509,07/13/26 12 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
24510,07/13/26 12 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
24511,07/13/26 12 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
24512,07/13/26 12 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
24513,07/13/26 12 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
24514,07/13/26 12 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
24515,07/13/26 12 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
24516,07/13/26 12 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
24517,07/13/26 12 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
24518,07/13/26 12 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
24519,07/13/26 12 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
24520,07/13/26 12 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
24521,07/13/26 12 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
24522,07/13/26 12 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
24523,07/13/26 12 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
24524,07/13/26 12 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
24525,07/13/26 12 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
24526,07/13/26 12 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
24527,07/13/26 12 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
24528,07/13/26 12 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
24529,07/13/26 12 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
24530,07/13/26 12 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
24531,07/13/26 12 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
24532,07/13/26 12 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
24533,07/13/26 12 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
24534,07/13/26 12 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
24535,07/13/26 12 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
24536,07/13/26 12 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
24537,07/13/26 12 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
24538,07/13/26 12 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
24539,07/13/26 12 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
24540,07/13/26 12 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
24541,07/13/26 12 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
24542,07/13/26 12 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
24543,07/13/26 12 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
24544,07/13/26 12 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
24545,07/13/26 12 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
24546,07/13/26 12 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
24547,07/13/26 12 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
24548,07/13/26 12 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
24549,07/13/26 12 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
24550,07/13/26 12 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
24551,07/13/26 12 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
24552,07/13/26 12 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
24553,07/13/26 12 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
24554,07/13/26 12 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
24555,07/13/26 12 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
24556,07/13/26 12 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
24557,07/13/26 12 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
24558,07/13/26 12 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
24559,07/13/26 12 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
24560,07/13/26 12 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
24561,07/13/26 12 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
24562,07/13/26 12 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
24563,07/13/26 12 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
24564,07/13/26 12 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
24565,07/13/26 12 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
24566,07/13/26 12 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
24567,07/13/26 12 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
24568,07/13/26 12 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
24569,07/13/26 12 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
24570,07/13/26 12 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
24571,07/13/26 12 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
24572,07/13/26 12 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
24573,07/13/26 12 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
24574,07/13/26 12 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
24575,07/13/26 12 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
24576,07/13/26 12 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
24577,07/13/26 12 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
24578,07/13/26 12 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
24579,07/13/26 12 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
24580,07/13/26 12 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
24581,07/13/26 12 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
24582,07/13/26 12 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
24583,07/13/26 12 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
24584,07/13/26 12 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
24585,07/13/26 12 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
24586,07/13/26 12 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
24587,07/13/26 12 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
24588,07/13/26 12 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
24589,07/13/26 12 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
24590,07/13/26 12 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
24591,07/13/26 12 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
24592,07/13/26 12 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
24593,07/13/26 12 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
24594,07/13/26 12 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
24595,07/13/26 12 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
24596,07/13/26 12 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
24597,07/13/26 12 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
24598,07/13/26 12 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
24599,07/13/26 12 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
24600,07/13/26 12 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
24601,07/13/26 12 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
24602,07/13/26 12 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
24603,07/13/26 12 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
24604,07/13/26 12 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
24605,07/13/26 12 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
24606,07/13/26 12 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
24607,07/13/26 12 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
24608,07/13/26 12 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
24609,07/13/26 12 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
24610,07/13/26 12 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
24611,07/13/26 12 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
24612,07/13/26 12 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
24613,07/13/26 12 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
24614,07/13/26 12 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
24615,07/13/26 12 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
24616,07/13/26 12 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
24617,07/13/26 12 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
24618,07/13/26 12 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
24619,07/13/26 12 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
24620,07/13/26 12 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
24621,07/13/26 12 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
24622,07/13/26 12 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
24623,07/13/26 12 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
24624,07/13/26 12 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
24625,07/13/26 12 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
24626,07/13/26 12 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
24627,07/13/26 12 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
24628,07/13/26 12 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
24629,07/13/26 12 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
24630,07/13/26 12 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
24631,07/13/26 12 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
24632,07/13/26 12 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
24633,07/13/26 12 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
24634,07/13/26 12 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
24635,07/13/26 12 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
24636,07/13/26 12 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
24637,07/13/26 12 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
24638,07/13/26 12 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
24639,07/13/26 12 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
24640,07/13/26 12 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
24641,07/13/26 12 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
24642,07/13/26 12 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
24643,07/13/26 12 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
24644,07/13/26 12 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
24645,07/13/26 12 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
24646,07/13/26 12 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
24647,07/13/26 12 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
24648,07/13/26 12 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
24649,07/13/26 12 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
24650,07/13/26 12 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
24651,07/13/26 12 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
24652,07/13/26 12 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
24653,07/13/26 12 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
24654,07/13/26 12 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
24655,07/13/26 12 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
24656,07/13/26 12 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
24657,07/13/26 12 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
24658,07/13/26 12 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
24659,07/13/26 12 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
24660,07/13/26 12 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
24661,07/13/26 12 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
24662,07/13/26 12 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
24663,07/13/26 12 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
24664,07/13/26 12 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
24665,07/13/26 12 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
24666,07/13/26 12 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
24667,07/13/26 12 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
